GENE	Liver_Normal.Tissue: GSM176332	Liver_Normal.Tissue: GSM176333	Liver_Normal.Tissue: GSM176334	Liver_Normal.Tissue: GSM176335	Liver_Normal.Tissue: GSM279063	Liver_Normal.Tissue: GSM279064	Liver_Normal.Tissue: GSM279065
TSPAN2	16.98	16.89	18.47	16.77	23.73	22.52	23.45
NUBP2	737.35	707.36	656.89	695.40	741.40	757.29	913.59
TSFM	487.75	484.95	539.40	501.43	369.11	409.30	361.46
TSPAN1	176.53	256.94	234.88	227.75	128.08	161.31	176.96
PPIF	703.98	1326.95	852.88	977.60	458.16	471.33	472.67
CTDSP2	273.54	368.42	340.95	355.15	345.44	353.31	368.98
TRIM10	35.98	48.18	39.47	43.06	49.49	46.30	51.23
ARPC2	2291.22	1788.83	1970.03	1905.16	1847.55	1507.77	1767.51
CDH12	18.37	16.02	15.19	17.08	16.75	15.74	14.36
SGK2	406.89	203.95	184.96	222.06	423.20	420.83	496.86
RAD50	56.86	78.28	66.79	57.27	90.48	89.18	92.66
KIF20A	32.84	37.19	25.00	31.00	22.27	27.81	26.71
PREB	831.75	448.20	528.11	677.89	884.86	839.62	878.68
HIPK3	32.88	27.86	33.11	27.89	24.54	22.61	22.71
FEM1B	31.36	43.81	40.36	43.46	46.73	43.43	44.70
ENAM	56.85	67.99	61.28	84.50	69.81	53.18	52.95
ACTR1B	564.84	597.05	619.65	542.92	522.14	552.07	532.97
ACTR1A	338.24	234.22	325.68	332.59	326.24	306.87	305.03
ARL4C	224.88	166.40	306.87	225.69	128.18	113.35	113.87
RASGRP1	71.13	37.27	61.81	37.43	41.39	25.44	29.74
DNAL4	70.89	139.64	42.57	79.23	85.88	88.53	99.77
ZNF263	253.55	235.00	204.52	175.92	353.12	350.46	342.68
LRPPRC	539.40	815.93	638.22	660.72	938.43	851.46	884.30
FRY	47.01	51.00	50.05	48.27	96.72	123.58	104.34
CDH13	36.81	25.79	27.26	22.61	36.39	44.85	31.25
PDIA6	2051.41	1478.28	1915.23	1626.78	1317.79	1367.48	1243.42
TRAP1	899.51	1000.70	891.57	1050.38	501.05	682.60	619.13
OPTN	680.99	655.39	481.14	650.14	468.69	529.36	522.54
BCAP31	2425.22	2005.57	1797.78	2019.52	1623.28	1750.68	1521.42
NAMPT	1543.30	935.57	573.52	1449.96	1910.19	1819.97	1961.99
CELA3A	53.64	48.34	65.74	43.14	38.85	45.31	42.42
RBM12	66.76	58.30	49.14	67.70	73.40	81.82	64.40
YAF2	38.39	45.55	41.04	51.15	46.78	47.66	49.09
ARFRP1	187.61	253.00	211.32	300.14	145.31	140.49	173.00
CDH15	78.04	91.96	61.73	68.92	72.41	96.59	60.25
TOB1	2873.11	1826.80	2121.40	2619.73	3496.03	3326.76	3344.56
LINC01587	20.15	20.71	19.25	17.06	18.12	26.69	18.20
AKAP9	129.19	166.73	151.19	118.62	152.44	156.51	144.68
CLEC3A	35.15	38.70	43.53	37.87	50.78	40.54	55.80
FAM13A	501.60	828.52	494.15	403.24	1090.07	1065.05	1083.14
G3BP1	632.93	599.29	847.64	766.58	479.77	467.69	329.79
SUGP2	321.46	300.39	319.97	315.04	438.76	342.89	377.54
EBI3	51.61	42.81	90.06	62.38	47.33	45.29	46.00
ADGRG2	39.65	38.63	36.99	32.91	24.49	19.75	24.15
CDH16	45.39	47.30	40.33	34.29	31.22	31.71	34.09
MBNL2	184.52	192.07	221.51	220.02	138.92	118.50	104.48
HNRNPA3P1	16.62	14.62	17.53	21.88	18.02	17.35	17.64
ABI2	253.28	227.15	234.95	220.75	248.14	203.18	236.86
CEBPZ	968.90	926.41	621.75	823.54	702.33	624.47	525.34
PLXNC1	29.25	28.00	31.96	26.49	24.90	25.83	24.90
TRIM28	823.54	881.73	526.32	842.42	545.90	650.45	627.99
AASS	195.85	154.77	127.80	198.73	269.17	180.32	212.62
PDZK1IP1	62.43	50.97	34.47	52.44	46.44	43.96	43.67
ATP6AP2	1351.64	1198.65	1301.99	1210.93	1548.01	1337.39	1402.90
CDH17	35.28	33.62	37.89	37.85	34.01	36.54	30.56
FARP1	543.34	647.84	862.15	579.88	957.28	928.14	1115.44
LPAR6	346.69	452.51	699.02	459.91	281.21	288.77	299.48
LPCAT3	280.28	247.09	324.73	257.08	269.47	249.33	227.99
WASF2	432.45	519.62	410.63	419.99	387.62	351.19	464.75
CHST4	104.31	147.69	124.93	152.32	118.32	156.21	184.64
SLC25A13	1104.13	1355.30	1270.52	1024.28	1387.43	1255.89	1213.87
SLC25A15	263.64	74.96	386.04	458.00	123.52	103.24	75.44
ZNF197	24.96	31.40	25.27	28.62	26.80	29.90	24.34
SERF2	360.14	342.37	345.44	383.72	365.37	381.09	379.77
CDH18	63.38	46.93	43.07	57.06	51.80	31.91	37.66
DHRS9	51.62	44.87	47.20	50.11	42.10	44.14	40.22
RCL1	862.63	778.96	655.39	943.71	620.98	706.67	583.42
ZNF256	24.54	32.92	39.18	33.40	27.94	29.44	31.16
SORBS3	217.78	270.71	224.66	225.24	189.16	173.93	172.53
CNIH1	2060.10	2386.86	2727.95	1997.25	2739.51	2599.29	2683.69
TENM1	24.37	29.34	31.03	23.86	24.98	25.07	22.00
RBM7	323.70	379.54	249.47	265.86	420.69	422.21	468.69
CDK2	133.69	167.59	130.53	148.19	98.46	93.22	107.25
RBM6	805.87	658.94	709.03	639.06	1378.61	1475.31	1536.89
RBM5	994.89	1031.19	1024.28	770.15	1318.97	1425.25	1348.09
LHFPL2	233.12	390.10	289.76	311.37	154.97	151.59	163.13
LHFP	179.42	183.78	71.38	129.71	411.03	303.91	378.72
TNK2	90.28	91.10	84.55	88.25	73.00	74.86	82.98
ALYREF	68.29	66.22	76.51	85.09	36.76	32.79	26.02
CDK3	156.93	187.99	128.24	148.77	137.76	204.11	170.41
TXNDC9	179.38	188.46	213.92	365.24	311.98	281.37	296.79
RNF41	111.03	105.30	71.22	104.94	87.32	125.85	98.46
TSHZ1	338.85	467.36	542.73	319.42	461.22	506.25	449.41
ALG3	957.95	699.32	709.72	765.04	378.59	472.18	388.00
PRMT3	29.70	31.99	36.23	31.88	58.13	47.96	43.25
PSME3	183.10	156.28	203.22	264.00	185.89	196.30	197.03
MPHOSPH9	45.85	40.75	64.12	38.04	47.55	57.19	51.93
MPHOSPH10	400.40	351.19	352.80	401.57	339.44	359.71	256.73
CDK4	517.06	610.99	334.07	518.03	327.19	357.62	363.57
ADAM8	65.79	67.49	79.93	67.75	52.41	52.44	51.35
MPHOSPH6	365.14	365.82	518.03	425.17	335.74	333.19	383.72
NME6	65.56	62.26	89.62	114.33	123.69	119.71	123.23
DHRS2	316.22	489.89	31.67	26.98	154.92	165.58	175.50
CALCRL	24.23	26.83	47.23	29.99	27.37	31.29	28.69
MPZL2	66.40	56.15	78.03	46.78	101.91	98.82	102.56
TRIM13	148.22	213.32	133.48	169.66	273.31	308.00	292.74
INADL	45.87	78.48	77.13	64.98	133.51	142.40	137.16
USPL1	160.69	220.75	210.14	168.21	254.55	245.47	298.46
EIF1	2456.35	2511.44	2093.21	2087.12	2048.43	2169.88	2197.12
CDK5	172.10	138.42	137.20	172.06	146.47	133.35	107.28
TOPORS	268.65	274.81	267.22	255.17	384.22	301.41	229.87
FLOT1	850.93	676.01	675.68	699.66	708.73	703.30	771.76
DDX39A	320.33	275.50	232.21	241.42	237.65	314.23	269.25
PSMD14	163.85	172.45	480.64	318.67	276.09	313.86	324.55
SSX3	58.38	101.46	115.98	67.56	73.31	46.65	63.85
OLIG2	31.86	26.69	30.49	28.58	23.87	33.66	28.44
PRG4	153.88	70.71	129.87	116.19	584.15	476.69	497.93
CTDSPL	351.41	450.19	345.87	320.44	455.18	518.43	588.75
ANGPTL7	40.52	34.99	33.84	41.29	41.94	41.47	39.71
KLRG1	142.71	98.51	94.12	61.12	95.25	88.40	82.16
CDK6	53.60	47.32	47.34	42.02	61.63	58.21	55.77
GDF11	34.76	29.22	29.81	32.64	30.17	28.88	29.12
TRIB1	42.21	45.68	43.97	49.59	47.32	47.56	46.34
GPA33	69.08	72.91	70.34	74.66	73.72	58.50	73.19
CD96	39.15	27.03	33.81	29.17	29.82	28.33	32.72
PLIN3	1002.02	1027.06	787.21	696.08	549.09	500.87	609.97
MFSD10	187.34	126.33	107.03	141.75	114.09	136.61	164.89
STX6	72.06	56.44	72.65	70.15	62.72	58.32	59.12
COQ7	76.92	91.72	81.82	78.09	64.98	78.43	67.25
CDK7	83.27	96.42	87.64	125.76	75.39	103.10	88.24
NBR2	154.59	150.68	147.22	113.51	187.90	206.03	211.86
RCAN2	48.06	72.83	30.04	45.03	176.93	239.72	165.47
MSLN	18.76	17.86	21.52	19.97	23.26	19.83	17.20
LRRC23	49.81	46.97	46.10	45.38	44.69	43.52	42.40
LRRC17	36.40	49.52	48.13	29.65	74.64	75.48	78.43
RASGRP2	54.84	38.71	38.25	50.69	28.06	31.67	39.55
HNRNPR	911.37	1083.89	1202.40	1006.69	1207.16	1196.74	1025.63
SLC35B1	845.70	471.99	904.89	881.73	568.26	569.60	587.77
DCAF7	275.86	257.57	250.45	238.66	228.29	230.66	232.15
AP3S2	301.60	252.20	295.21	321.93	312.89	312.69	339.65
MRPS31	659.85	550.16	772.13	658.94	568.45	590.18	560.82
CALCOCO2	677.23	679.11	621.24	651.31	458.79	485.12	495.93
KCNMB2	22.24	21.16	23.24	20.49	22.65	20.75	21.21
GPHN	383.85	327.01	412.23	308.88	405.06	460.07	450.51
RABEPK	648.16	471.01	804.58	534.22	616.22	653.07	664.03
TIMM17B	478.57	479.77	467.85	536.26	257.98	279.73	301.08
SLC17A2	1429.21	2804.25	2214.55	921.35	3215.44	3231.75	3257.16
HRSP12	3556.64	4441.10	5931.58	5580.20	3191.02	3399.48	3587.84
POP7	299.64	315.48	338.03	393.93	183.14	186.78	175.45
GLYAT	266.87	635.70	315.85	336.53	866.59	919.11	954.30
CDK8	38.28	41.79	34.55	62.07	39.44	40.65	32.17
SRRM1	911.94	1029.84	986.52	1133.60	1230.48	1156.86	1085.39
SPRY1	281.13	304.08	266.80	263.36	536.67	418.62	391.07
SPRY2	176.23	280.12	279.81	159.51	705.99	760.76	664.95
STAM2	65.67	60.46	72.13	62.31	80.66	74.92	88.96
HCG9	60.64	46.40	40.46	47.19	54.90	42.37	52.26
CNKSR1	68.79	57.65	65.34	57.31	67.54	59.00	63.89
ABCC4	28.32	32.06	32.95	34.63	29.74	30.47	26.65
CDK9	123.08	90.70	83.54	225.07	186.68	246.12	165.71
DENND4A	142.53	133.42	183.33	143.78	247.74	272.04	236.91
IGSF6	82.30	22.96	45.28	89.26	23.76	23.82	21.56
SF3B4	455.50	292.91	275.50	295.37	275.71	219.02	197.98
CDK2AP2	668.28	351.50	405.17	641.59	397.86	431.58	449.26
IRX5	43.86	52.61	28.05	29.04	29.80	24.81	33.03
RAMP2	174.10	273.99	285.91	265.49	128.05	112.59	139.55
RAMP1	331.44	591.65	250.59	450.04	275.12	233.91	272.63
RAMP3	289.20	528.95	217.50	273.77	257.91	217.90	186.31
ZMPSTE24	756.13	722.57	685.78	759.60	1225.54	1211.94	1272.63
CDKN1A	769.35	564.41	473.82	619.13	736.27	864.61	941.95
AKAP8	206.39	297.37	213.71	199.13	374.26	335.44	337.54
FSTL3	332.01	238.72	143.92	166.69	173.63	165.21	206.19
STUB1	1155.10	1117.07	941.36	1026.34	1034.70	1077.00	1244.46
STAG1	52.19	78.65	111.96	53.25	177.58	194.69	132.40
NET1	306.51	763.51	497.76	579.63	565.31	637.38	503.62
UBE4B	96.87	118.54	109.02	92.85	113.06	109.67	95.14
EFS	56.59	58.37	56.29	63.57	54.58	62.70	56.06
PRSS16	21.34	25.01	29.08	21.37	25.51	26.77	26.44
CDKN1B	632.62	1046.02	854.36	538.13	1381.19	1178.31	1176.51
SIGMAR1	820.86	918.54	973.21	970.71	603.08	665.55	666.43
DSCR4	48.35	67.40	87.79	50.80	52.76	45.59	55.75
BET1	499.59	407.94	624.99	535.22	581.53	636.80	580.60
CWC27	159.09	242.31	128.08	155.49	165.38	144.51	140.25
SAP18	216.50	248.60	207.33	272.57	147.69	153.59	129.37
SMNDC1	185.07	257.16	248.67	232.52	500.32	430.87	458.16
BCAS2	275.12	314.67	462.66	364.58	574.71	428.87	525.74
RGS19	394.70	215.96	322.20	420.42	140.62	90.46	110.52
LILRB2	33.29	19.64	24.28	26.30	29.77	25.78	29.14
EIF1B	1063.57	1036.78	992.90	1108.20	1469.69	1452.68	1430.60
CDKN1C	101.67	135.18	90.58	137.46	138.02	140.39	187.25
SPEG	71.41	76.26	86.85	78.41	76.39	64.28	63.46
SF3A1	201.34	271.59	201.65	220.98	255.17	243.54	219.35
TRAIP	33.41	39.74	38.74	40.28	34.80	42.72	59.10
DNAJA2	280.04	304.44	298.90	408.76	393.82	391.21	327.97
BCKDK	366.94	364.46	335.95	397.36	252.74	235.68	249.00
MAEA	579.15	459.59	466.20	641.32	453.76	494.49	481.30
APC2	39.78	40.08	40.40	39.86	42.88	38.91	37.48
PAK4	476.36	596.05	615.71	580.12	391.07	407.03	479.07
Mar-06	641.01	630.70	652.76	690.55	790.93	539.81	688.30
CDKN2A	57.21	56.83	54.52	66.56	58.22	53.64	45.42
ADAM10	36.46	33.21	58.54	47.20	36.54	39.95	34.66
KATNB1	64.42	65.50	66.16	62.39	70.82	55.47	73.15
DLEU1	195.75	443.07	468.01	264.28	290.08	296.30	342.79
SNAPC5	29.88	38.31	41.01	31.03	70.87	41.12	49.03
APBB3	544.43	427.30	451.57	433.89	337.72	343.79	445.60
ZNF267	44.07	21.93	42.55	30.03	45.20	32.44	30.91
CCNO	50.64	45.34	47.07	51.87	44.72	41.24	35.03
CDKN2B	25.67	29.01	25.74	27.86	19.77	19.22	20.38
DSCR3	63.88	67.54	66.47	75.84	83.01	81.62	92.19
TCIRG1	579.63	467.04	426.14	503.83	357.43	301.77	317.12
RTN3	895.78	788.46	964.01	1171.95	536.86	700.33	541.46
LANCL1	271.01	316.57	240.80	249.26	240.28	238.59	240.10
NMUR1	28.13	28.43	25.91	29.70	25.23	21.45	41.48
B3GALT5	19.90	22.00	18.72	16.79	22.33	20.54	25.37
TNIP1	936.67	642.16	917.46	891.57	1037.50	1155.98	1160.31
LAMC3	131.71	69.83	68.93	110.98	118.78	113.09	136.44
CDKN2C	70.70	54.14	54.69	92.64	68.38	53.88	55.43
IKZF1	46.12	38.40	40.81	41.00	39.77	44.57	40.56
CRISP3	13.88	14.88	12.97	13.22	14.53	12.60	12.10
SMYD5	135.24	167.09	136.05	188.75	149.84	108.79	119.93
KLHL41	17.70	16.80	18.50	16.25	28.99	20.70	37.86
RRAGB	48.86	50.41	61.32	54.75	42.17	57.38	65.34
SIRPB1	48.24	46.23	50.01	41.52	40.05	35.95	35.28
AKR1A1	2081.06	2051.41	1972.62	2057.11	1495.80	1543.30	1702.57
EMC8	236.42	173.63	198.73	280.82	245.28	237.65	227.34
TMEM5	625.82	638.22	522.54	313.23	714.21	666.15	647.26
CDKN2D	88.16	97.25	93.00	67.57	59.17	70.62	64.43
CNPY2	1270.52	1639.23	1297.57	1527.65	737.70	756.92	777.34
B3GNT3	229.99	219.35	201.20	169.12	146.79	147.47	183.14
CLEC4M	516.49	502.33	519.62	552.07	61.26	104.65	82.74
TLR6	43.46	34.43	40.24	49.11	32.49	48.55	45.92
MRVI1	60.92	80.43	65.06	67.19	112.77	103.84	149.74
PCGF3	96.90	149.30	128.39	111.31	141.17	131.24	140.79
CDKN3	39.17	40.97	27.38	42.71	20.48	18.71	24.42
TFG	1845.25	1642.75	1769.59	1734.37	2075.01	2228.88	2283.61
PKDREJ	57.41	39.33	51.40	50.27	51.22	48.38	46.78
CCL26	26.20	27.85	33.62	32.25	26.89	25.30	24.71
TRDN	13.26	13.33	12.97	14.40	9.89	10.48	10.89
TRIM22	1016.72	254.48	457.08	296.46	356.56	407.29	428.43
ABCA7	127.33	94.09	112.80	119.65	65.54	50.50	99.25
ABCA9	186.82	232.28	107.18	103.01	238.23	242.24	196.39
ABCA8	1253.81	1500.26	1310.95	988.43	2497.55	2362.34	2559.24
WARS2	55.93	46.92	39.73	42.81	47.85	41.64	38.20
NPM3	103.10	142.26	63.61	101.89	61.57	52.81	66.06
NPM2	301.85	364.03	262.92	283.72	201.55	190.64	168.62
HMG20B	372.19	315.39	180.36	235.37	218.62	212.19	220.19
HMG20A	256.39	428.72	432.45	406.89	497.59	478.91	399.51
KLF2	492.51	234.33	394.70	574.47	443.81	470.68	515.17
MICU1	763.09	1333.96	860.66	692.13	897.40	964.01	920.26
CACNG3	43.33	61.27	48.70	51.56	47.31	40.45	27.43
CACNG2	60.90	54.62	49.33	44.34	39.95	45.63	50.95
CDO1	2302.68	2853.86	2841.03	2544.74	3089.16	3127.51	3143.16
CITED2	159.94	493.05	316.22	293.64	514.60	448.51	514.60
SEMA3A	26.53	26.11	25.00	28.43	22.68	23.67	22.31
TUBA1B	2656.48	2544.74	2599.29	2549.50	1759.20	1788.83	1763.35
IRF9	1769.59	815.48	1124.45	1116.22	730.43	847.64	823.54
BPNT1	105.40	81.09	124.37	142.74	194.35	180.81	188.46
TUBB3	126.12	149.42	110.06	155.00	83.96	105.69	149.27
TUBB4A	95.96	78.92	52.48	57.17	92.00	59.85	63.41
TUBB4B	1276.87	1092.34	1555.97	1740.40	975.70	1007.94	911.37
BTN3A3	158.94	56.30	58.63	63.89	66.09	81.58	79.41
BTN2A2	59.56	41.37	53.59	61.34	47.41	53.26	46.20
SYCP2	15.78	13.83	12.68	15.83	14.47	14.70	14.90
SCML2	51.81	68.18	98.48	35.51	69.26	70.34	53.15
CDR1	15.59	14.55	14.89	17.82	14.70	15.65	17.37
CEPT1	290.96	347.94	339.96	328.53	286.38	278.05	276.92
MYL12B	477.38	513.64	509.24	596.80	371.62	419.17	412.51
CORO2B	32.15	30.16	25.83	22.36	35.09	29.98	31.68
NOD1	132.25	126.09	130.06	105.57	103.26	94.93	94.14
ANAPC10	56.06	73.55	138.15	103.46	130.81	124.63	103.22
PRG3	47.15	36.75	48.65	43.83	40.48	40.94	45.75
DLC1	353.31	468.17	433.32	358.84	575.87	538.54	664.35
ATP8A1	38.97	40.17	40.74	37.89	34.75	32.51	31.71
NDRG1	1272.63	902.20	821.32	1073.27	1040.38	1087.73	1127.73
MYL9	185.94	257.42	81.14	204.11	651.31	740.32	730.43
GNB2L1	5076.79	6517.49	6002.30	5172.69	4492.49	4326.25	4563.74
CDR2	250.05	209.88	149.09	267.72	333.77	311.55	341.16
ADAR	2780.44	2105.72	2378.61	1769.59	2892.50	2780.44	2945.51
PEMT	1188.40	981.40	990.35	1039.66	730.78	850.93	774.92
PIAS3	131.99	119.29	72.41	56.59	121.33	148.33	123.29
ST3GAL6	266.80	471.66	203.28	151.44	680.38	593.33	641.85
NDC80	21.08	18.89	20.69	19.75	22.90	22.18	18.79
CPQ	203.53	249.86	222.75	365.01	292.66	334.46	297.63
WFDC2	51.77	54.03	33.85	60.38	28.08	21.83	18.81
SPAG11B	25.74	25.85	23.36	29.92	24.83	19.95	25.07
BASP1	514.78	278.44	893.73	650.72	253.55	229.52	300.31
CDS1	50.16	54.06	56.03	55.09	28.98	35.66	67.88
RAPGEF3	68.70	78.54	64.98	52.74	85.18	63.51	94.88
YAP1	202.15	203.33	167.46	202.62	471.50	354.51	393.58
SPON2	1169.28	753.41	767.38	761.92	519.40	474.84	611.75
SPON1	35.07	34.56	33.96	33.82	46.43	46.64	49.21
PRMT5	185.43	322.85	169.66	256.20	269.32	241.74	280.35
CDSN	51.71	50.47	45.89	46.36	40.42	51.72	51.39
TESK2	195.51	211.59	233.29	149.77	297.63	270.86	283.40
CD2BP2	290.00	347.75	252.41	299.56	232.76	226.05	253.62
UBAC1	461.70	475.50	515.17	559.93	326.33	326.81	341.37
CDIPT	1797.78	1489.90	1668.46	2008.36	1650.06	1628.58	1786.72
PGRMC2	634.60	739.91	503.06	561.72	844.76	580.36	746.66
ARIH2	164.86	175.06	153.73	180.89	171.55	212.72	160.10
TUBGCP3	32.97	49.29	43.11	37.20	109.46	94.09	99.93
SEC24B	909.80	1152.46	1004.67	924.16	1690.93	1585.48	1599.16
CFDP1	552.53	480.10	863.65	663.75	439.19	436.37	427.45
TMEM147	587.52	670.13	848.58	1366.24	358.84	387.14	387.14
TIMM23	606.09	610.48	753.05	850.93	512.11	498.86	435.94
RBM14	78.51	73.69	89.48	101.07	62.65	87.29	89.02
LYPLA1	1670.31	1895.29	1991.72	1880.76	2153.40	1970.03	1780.29
CDC42EP2	130.71	105.20	160.33	108.84	77.76	68.18	80.48
EMG1	167.43	470.16	288.63	465.88	188.28	204.00	164.54
IFI30	1422.59	601.82	978.89	1220.62	925.83	638.75	777.77
C1D	24.21	33.42	23.85	26.04	112.61	69.26	63.76
OLFM1	54.72	65.90	69.61	48.90	59.13	74.76	65.06
CD52	238.34	56.26	180.04	214.63	45.19	39.84	53.76
TIMM17A	783.45	519.80	708.05	776.96	677.23	715.25	739.19
N4BP2L2	305.47	320.44	322.94	237.91	276.99	306.00	289.44
ZER1	127.14	148.84	116.71	153.84	101.00	107.28	138.92
MCRS1	255.86	156.58	269.83	233.73	183.10	171.68	194.20
LRRN2	43.41	57.38	47.77	38.38	50.79	48.62	47.09
ACAA2	9095.90	6187.32	4985.42	8713.88	5549.72	5172.69	5325.86
CDX1	137.09	209.72	191.21	169.04	239.22	253.48	240.42
PPIE	146.19	326.90	183.42	192.02	182.06	179.47	199.98
VAV3	36.25	34.86	39.02	34.22	38.22	45.25	33.21
TAB1	114.92	118.04	112.98	117.26	84.21	108.03	94.48
ECI2	1648.23	2549.50	1959.27	1763.35	1241.44	1206.24	1155.10
HAX1	922.50	1381.19	1178.31	1373.65	887.99	930.40	965.81
GPNMB	213.32	51.07	195.61	404.67	141.34	145.00	176.93
BAIAP2	217.94	208.17	205.13	257.28	179.69	180.49	198.54
MAD2L2	103.95	81.16	177.40	194.00	84.11	133.80	112.12
CDX2	57.56	113.96	137.36	68.53	49.80	62.67	50.01
TACC3	110.10	64.90	63.47	72.64	65.31	77.56	69.10
MERTK	81.87	44.17	84.94	76.34	76.00	100.04	78.92
CLEC10A	96.40	48.48	147.57	68.75	91.82	76.26	89.44
SLC30A9	348.35	279.13	207.12	271.01	348.47	326.33	313.60
PIBF1	57.38	75.75	60.05	57.85	98.15	82.91	92.02
PPIH	51.25	57.06	62.88	76.64	62.89	73.95	69.70
COG5	85.89	112.38	119.85	109.31	118.18	111.91	101.96
ZNHIT1	1773.89	1953.98	1609.39	1946.14	1728.25	1868.68	1623.28
FST	561.02	613.32	479.44	471.50	271.24	252.67	291.53
TIMM44	210.94	211.22	180.98	239.79	206.96	245.28	251.32
CDX4	41.74	34.85	29.59	36.20	33.91	50.52	43.86
PFDN6	297.12	226.40	320.24	253.88	239.90	245.72	203.38
ZBTB18	115.06	133.95	159.28	102.94	121.76	142.80	132.37
HMGN4	210.36	205.71	289.12	281.91	338.43	303.99	329.61
TADA3	97.93	90.72	98.37	79.11	83.51	81.80	85.32
TRIM38	359.81	262.58	394.83	259.48	232.58	216.50	206.13
SLC25A17	80.99	112.93	131.81	138.78	146.93	145.94	145.81
SLC9A6	230.05	162.46	326.15	144.44	310.92	327.10	307.92
CLGN	16.92	15.19	47.10	24.99	20.72	16.76	19.21
EIF3M	500.14	674.42	590.91	644.13	563.51	443.20	454.55
HOXB13	42.88	53.65	48.04	40.77	38.95	40.63	41.04
NXF1	1053.96	664.95	1127.73	774.54	1090.82	1181.99	1093.93
SEC23B	339.44	228.16	347.94	398.13	460.74	380.86	419.87
SEC23A	553.14	428.01	619.39	694.10	648.43	739.19	707.02
C1orf61	198.49	210.14	199.29	165.10	211.91	121.87	134.31
CAP2	65.42	82.87	106.10	80.15	157.12	144.16	114.04
CAP1	1431.98	1404.17	1306.51	1759.20	1646.40	1417.27	1515.31
CREB3	321.84	304.35	185.85	264.99	210.78	222.92	208.96
LRRC41	239.90	272.42	237.40	350.65	223.15	223.15	244.62
CEACAM5	65.61	67.04	51.72	38.54	49.20	53.23	50.95
VTI1B	699.02	713.86	667.35	667.03	695.40	719.77	748.88
CRTAP	231.31	241.10	205.34	210.52	176.84	178.86	171.43
SYNCRIP	115.84	118.34	92.31	158.35	197.64	199.38	177.93
VAT1	859.23	1056.88	882.28	877.65	739.91	791.37	922.50
STK25	176.96	226.16	122.65	183.65	141.50	217.84	198.03
ENOX2	51.99	52.97	57.03	57.58	93.22	75.37	86.46
UNC13B	534.22	529.73	699.99	734.08	589.19	552.53	618.06
CARM1	263.22	323.14	292.91	308.79	197.58	134.15	203.69
NCOA2	50.71	43.90	70.21	44.25	47.01	47.96	47.44
ADARB1	92.25	88.20	88.78	75.92	107.83	115.58	139.91
SEMA6C	349.61	462.50	315.30	333.28	153.47	166.81	131.27
SEMA6B	67.54	72.99	58.13	67.26	48.95	66.21	59.85
SEMA4F	90.22	101.93	123.96	106.94	105.11	102.05	105.35
SEMA4D	116.55	58.71	92.46	69.88	79.19	66.39	77.41
SEMA4B	664.95	340.95	437.12	387.24	669.53	719.42	675.35
CEBPA	4263.43	3619.56	3990.35	6265.44	2630.10	2885.89	2816.52
SEMA3C	26.37	28.56	23.60	34.94	26.11	23.29	26.43
APPBP2	165.42	173.34	197.73	171.59	189.73	178.54	150.57
MYBBP1A	139.15	139.94	155.79	150.42	124.87	115.52	118.76
FBLN5	208.70	265.29	284.48	305.64	986.52	1230.48	964.01
CIB2	79.40	76.23	91.25	104.31	63.91	73.89	71.32
CIB1	942.53	756.92	531.16	1002.02	670.74	741.76	727.55
CEBPB	7216.08	5640.08	4876.06	6149.27	3990.35	4232.81	4342.17
ZNF211	94.33	102.99	88.43	124.57	144.26	155.22	149.56
DDX17	555.33	1059.82	700.33	465.39	392.95	376.94	344.41
DEAF1	97.71	125.55	115.84	117.65	142.19	121.36	103.93
CHERP	131.68	178.86	150.38	148.72	196.79	187.85	192.30
KAT5	290.72	310.47	270.63	257.01	245.98	284.48	271.89
HYOU1	2075.01	806.76	2200.63	1635.71	2134.08	2268.62	2130.83
IPO8	142.26	168.00	184.15	114.36	184.00	146.47	176.28
NOP56	475.50	447.27	363.90	477.88	175.84	178.73	146.50
NEBL	57.89	54.92	53.29	59.73	57.86	69.32	58.67
CEBPD	4202.41	2298.86	2429.59	2276.18	3274.14	3135.33	3174.91
PITRM1	366.84	295.13	307.47	295.13	483.01	502.89	489.17
ATG7	118.54	70.64	83.14	83.94	101.16	128.82	124.19
SSSCA1	76.87	126.76	84.75	149.30	99.83	85.49	105.25
RNASEH2A	113.69	134.41	162.82	147.79	57.52	52.58	60.46
P3H3	87.44	75.55	82.05	113.85	59.32	59.73	58.50
UBD	1197.74	169.20	133.76	680.05	97.53	81.01	79.06
BATF	96.72	89.83	82.80	73.80	106.27	114.38	118.70
GLRX3	130.40	216.95	293.15	266.93	123.37	138.78	129.50
CEBPE	64.36	56.12	65.78	52.97	45.38	47.65	66.95
DCTN2	1097.04	1031.91	895.78	1110.58	801.58	813.73	984.60
ANP32B	1147.28	1476.74	964.61	1287.72	1344.54	1199.57	1283.26
LAMTOR5	678.50	749.61	661.04	959.74	635.70	579.63	650.45
PROCR	62.75	43.33	48.30	50.59	70.49	55.62	63.98
TM9SF1	280.12	236.11	236.73	331.14	203.02	186.96	214.52
PRDX4	1604.27	1132.82	1235.43	2081.06	1081.56	1099.40	1131.95
CEBPG	208.28	269.90	365.59	381.81	304.86	327.97	288.63
ARL6IP5	750.76	649.87	830.82	794.33	756.13	725.03	654.52
AGR2	33.09	39.84	46.73	42.61	30.11	32.08	32.74
ARPC1A	639.59	759.23	730.78	869.53	655.98	662.83	663.75
HTATIP2	306.09	316.49	342.49	327.58	300.47	314.87	319.79
